original_text,cleaned_text,Topic
Ken Nese  The whole world knew Anthony Fauci emails  Senator Rand Paul has 900 pgs of evidences to charge jab master Fauci for Lying--submitte d to DOJ,ken nese whole world knew anthony fauci emails senator rand paul pgs evidences charge jab master fauci doj,1
Kendrick Lee Fake Account,kendrick lee fake account,1
"Ferds Israel, also from individuals who think they had sacrified so much with taking the jab, if you read most comments in the social media. They think the unvaxxed are enjoying at the expenses of the vaxxed one.",ferds israel also individuals think sacrified much taking jab read comments social media think unvaxxed enjoying expenses vaxxed one,1
smartest answer on this comments page.,smartest answer comments page,1
Not to a gaslighted newbie like you Ken.,gaslighted newbie like ken,1
"Ken Nese i don't know if you're new to this country if you thinking the power that be do not do any divide and conquer, then well, i guess only experience can inform you.",ken nese know new country thinking power divide conquer well guess experience inform,1
"Recent news refuting the ""long covid"" fear mongering:  Long Covid in children 'nowhere near scale feared' https:// www.bbc.com/ news/ health-58410584  Long Covid less common than feared - ONS study https:// www.bbc.com/ news/ health-58584558  Is Long Covid a myth? Middle-class hypochondria seems to play an important role in this ill-defined condition. https:// www.spiked-onlin e.com/2021/09/ 17/ is-long-covid-a- myth/",recent news refuting long covid fear mongering long covid children nowhere near scale feared https skeptical annoyed undecided uneasy hesitant news health long covid less common feared ons study https skeptical annoyed undecided uneasy hesitant news health long covid myth hypochondria seems play important role condition https skeptical annoyed undecided uneasy hesitant onlin myth,1
Jacob Tan. Nice write up. Could you care to elaborate what will happen to those unvaccinated if the economy opens up 🤔,jacob tan nice write could care elaborate happen unvaccinated economy opens thinking face,1
Ferds Israel,ferds israel,1
Samsudin Sam Precisely. That is what we are trying to do with our Page.,samsudin sam precisely trying page,1
https:// openvaers.com/ covid-data,https skeptical annoyed undecided uneasy hesitant,0
Senator Rand Paul has 900pgs of documents to charge jab master Anothy Fauci--a National Disgrace,senator rand paul documents charge jab master anothy national disgrace,1
https:// rumble.com/ vm2zi1-natural-i mmunity-is-20x- more-effective- than-the-vaccin e.html,https skeptical annoyed undecided uneasy hesitant,0
Goh Ying Yi Alvin. Don’t fan distrust,goh ying yi alvin fan distrust,1
"Pat Fong not trying to fan any distrust here but showing numbers at they are 🙂  There's one better chart i found from one of the telegram groups. We need to recognize that while its statistically true that vaccination can prevent major problems with covid, its not actually statistically right to say that it helps to prevent infections.",pat fong trying fan distrust showing numbers slightly smiling face one better chart found one telegram groups need recognize statistically true vaccination prevent major problems covid actually statistically right say helps prevent infections,1
Jeff Fang. One of the BEST Government worldwide 🇸🇬😍,jeff fang one best government worldwide smiling face,1
Walter Wu. You should get avoid reading the report 👌,walter wu get avoid reading report ok hand,1
The UK's vaccine advisory body has refused to give the green light to vaccinating healthy children aged 12-15 years on health grounds alone.  https:// www.bbc.com/ news/ health-58438669,vaccine advisory body refused give green light vaccinating healthy children aged years health grounds alone https skeptical annoyed undecided uneasy hesitant news health,1
"The German equivalent of JCVI initially didn't recommend vaccination for teenagers, but then buckled under huge political pressure  https:// twitter.com/ PiersRobinson1/ status/ 1436216290188857 348",german equivalent jcvi initially recommend vaccination teenagers buckled huge political pressure https skeptical annoyed undecided uneasy hesitant piersrobinson status,1
"In Kids, The Risk Of COVID-19 And The Flu Are Similar — But The Risk Perception Isn't  https:// www.npr.org/ 2021/05/21/ 999241558/ in-kids-the-risk -of-covid-19-an d-the-flu-are-s imilar-but-the- risk-perception -isn",kids risk covid flu similar risk perception https skeptical annoyed undecided uneasy hesitant,1
"Elderly and overweight people are coronavirus superspreaders, study suggests  https:// sg.news.yahoo.co m/ elderly-overweig ht-coronavirus- superspreaders- 131141106.html",elderly overweight people coronavirus superspreaders study suggests https skeptical annoyed undecided uneasy hesitant superspreaders,0
Mr Kennedy is son of former USA president Kennedy He is a lawyer His voice was affected by flu vaccine at age 42 This side effect is no 1 on the list of flu vaccine  Dr Judy taught PCR test is not diagnostic tool and is going to amplify the covid virus that is to say you have covid,mr kennedy son former usa president kennedy lawyer voice affected flu vaccine age side effect list flu vaccine doctor judy taught pcr test diagnostic tool going amplify covid virus say covid,1
